benchmark:  PikeFinance
                   'isSenderOwner': '0xb1ea97c9f68978905fb1bf5089e71a073bc4f5c8',
                   'require(origin==sender)': True}}
Successfully stops the exploit using require(origin==sender)
Successfully stops the exploit using isSenderOwner
Successfully stops the exploit using isOriginOwner
exploitTx:  0xe2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431
FPMap: ['require(origin==sender)']
0		6449	2764
5 sampled FPs for require(origin==sender)
len(txList3):  9212
=====================================================
=================== Gas Control =====================
=====================================================
====== benchmark PikeFinance: 
no gas
0x0fcc85422e9726a5d8b2ce00291051df0167089e0d1a5e66bfac908c0769e05d
==invariant map: 
{ '': { 'require(gasStart - gasEnd <= constant)': 251055,
        'require(gasStart <= constant)': 978536},
  '0x695afa79': { 'require(gasStart - gasEnd <= constant)': 81615,
                  'require(gasStart <= constant)': 1379888},
  '0x8aaa2284': {},
  '0xd29b4abc': { 'require(gasStart - gasEnd <= constant)': 245917,
                  'require(gasStart <= constant)': 400263},
  '0xd8aed145': {'require(gasStart <= constant)': 325966},
  '0xdaecfa6c': { 'require(gasStart - gasEnd <= constant)': 210984,
                  'require(gasStart <= constant)': 958368},
  '0xe23c5c7c': { 'require(gasStart - gasEnd <= constant)': 37929,
                  'require(gasStart <= constant)': 903115},
  '0xf3fd622f': {},
  '0xfb5e556c': {}}
exploitTx:  0xe2912b8bf34d561983f2ae95f34e33ecc7792a2905a3e317fcc98052bce66431
FPMap: ['require(gasStart <= constant)', 'require(gasStart - gasEnd <= constant)']
7	8	
5 sampled FPs for require(gasStart <= constant)
0x6a05f94bd26239dfdf89b9ed9322814f194df6dd1084924aa48e56c4b13e380e
0x34cd85d606888574bb692fdf32f914db5afec87a9ae98237e98284517c6e1fd6
0x241df5f23db5840b55fc7b5fb592de49591cd7306262ee07ab73b1a098463af5
0x7bca18fb6ebf3d9fbb78de2abb3ff58c606b3e02b4b8607942405b8e39e5f609
0x955a7186d9b9a567520252c11ada92d26a0cd82cfa22cb865c41d4a6304d94af
5 sampled FPs for require(gasStart - gasEnd <= constant)
0x99e3cdd693597979f64244a7972ba9cd7c1fdc0a16c43b03999741aa4deae574
0xbb886b1c9e456e7d923550571eab21f69b58302c1ce84d177aabec80acc2db2d
0x27731a977eab8af8229e26700a3acc622cb5bc1626e52dddee05feb948a2e918
0x2ee2af9514200da2f139ac45610b06f1059ef401abe99c3b9665beb528f9f186
0x6568d42e92292419be54704068e3f6d18e2194077ce771c79ce16378d7a08702
len(txList3):  8425
